BranchCode,Number of Bags,Quantity,Quantity Per,Quantity in KG,Rate per UOM,Total Amount,Exchange Rate,Total Amount (LCY),Division,CGST,SGST,IGST,GST %,GL Account No,ILE Cost Amount Actual,Forward Rate
101,532,3192,0.216,114.912,0.6,1915.2,88.98,170414.496,2002,0,0,0,0,50102,-87071.28,88.28
101,532,3192,0.204,108.528,0.64,2042.88,88.98,181775.4624,2002,0,0,0,0,50102,-73483.66,88.28
101,532,3192,0.246,130.872,0.64,2042.88,88.98,181775.4624,2002,0,0,0,0,50102,-86189.94,88.28
101,532,3192,0.288,153.216,0.93,2968.56,88.98,264142.4688,2002,0,0,0,0,50102,-247503.99,88.28
101,532,3192,0.288,153.216,1.08,3447.36,88.98,306746.0928,2002,0,0,0,0,50102,-236202.85,88.28
101,840,5040,0.15,126,0.54,2721.6,88.98,242167.968,2002,0,0,0,0,50102,-154432.97,88.28
101,532,3192,0.09,47.88,0.44,1404.48,88.98,124970.6304,2002,0,0,0,0,50102,-58725.38,88.28
101,532,3192,0.228,121.296,0.81,2585.52,88.98,230059.5696,2002,0,0,0,0,50102,-94183.26,88.28
101,532,3192,0.3,159.6,0.54,1723.68,88.98,153373.0464,2002,0,0,0,0,50102,-100121.68,88.28
101,532,3192,0.216,114.912,0.48,1532.16,88.98,136331.5968,2002,0,0,0,0,50102,-59842.1,88.28
101,532,3192,0.282,150.024,0.71,2266.32,88.98,201657.1536,2002,0,0,0,0,50102,-100266,88.28
101,450,10800,2.64,1188,0.44,4752,86.05,408909.6,2002,0,0,0,0,50102,-230312.46,83.46
101,540,12960,2.64,1425.6,0.47,6091.2,86.05,524147.76,2002,0,0,0,0,50102,-318631.61,83.46
101,540,12960,1.2,648,0.93,12052.8,86.05,1037143.44,2002,0,0,0,0,50102,-652392.38,83.46
101,270,6480,0.888,239.76,0.66,4276.8,86.05,368018.64,2002,0,0,0,0,50102,-214789.26,83.46
101,76,912,5.448,414.048,1.52,1386.24,60.05,83243.712,2002,0,0,0,0,50102,-70534.12,59.9758
101,588,5292,1.35,793.8,0.79,4180.68,60.05,251049.834,2002,0,0,0,0,50102,-225081.33,59.9758
101,147,1323,1.35,198.45,1.2,1587.6,60.05,95335.38,2002,0,0,0,0,50102,-83618.72,59.9758
101,130,1560,7.2,936,4.65,7254,60.05,435602.7,2002,0,0,0,0,50102,-398880.25,59.9758
101,130,1560,6.72,873.6,4.41,6879.6,60.05,413119.98,2002,0,0,0,0,50102,-377294.91,59.9758
101,1080,9720,0.9,972,2.12,20606.4,60.05,1237414.32,2002,0,0,0,0,50102,-1119140.1,59.9758
101,392,3528,0.873,342.216,0.93,3281.04,60.05,197026.452,2002,0,0,0,0,50102,-174256.6,59.9758
101,196,1764,1.125,220.5,0.84,1481.76,60.05,88979.688,2002,0,0,0,0,50102,-73566.19,59.9758
101,147,1323,1.8,264.6,0.69,912.87,60.05,54817.8435,2002,0,0,0,0,50102,-48814.91,59.9758
101,1176,10584,1.35,1587.6,0.94,9948.96,60.05,597435.048,2002,0,0,0,0,50102,-525531.48,59.9758
101,196,1764,0.945,185.22,0.64,1128.96,60.05,67794.048,2002,0,0,0,0,50102,-57937.35,59.9758
101,196,1764,0.72,141.12,0.56,987.84,60.05,59319.792,2002,0,0,0,0,50102,-50501.44,59.9758
101,196,1764,0.54,105.84,0.55,970.2,60.05,58260.51,2002,0,0,0,0,50102,-48589.04,59.9758
101,1176,10584,1.35,1587.6,2.39,25295.76,60.05,1519010.388,2002,0,0,0,0,50102,-1477774,59.9758
101,260,3120,6.48,1684.8,8.58,26769.6,60.05,1607514.48,2002,0,0,0,0,50102,-1546554.22,59.9758
101,784,7056,1.125,882,1.93,13618.08,60.05,817765.704,2002,0,0,0,0,50102,-783083.88,59.9758
101,182,2184,6.9,1255.8,8.67,18935.28,60.05,1137063.564,2002,0,0,0,0,50102,-1094122.39,59.9758
101,392,3528,0.99,388.08,1.87,6597.36,60.05,396171.468,2002,0,0,0,0,50102,-359079.09,59.9758
101,42,378,1.35,56.7,0.79,298.62,60.05,17932.131,2002,0,0,0,0,50102,-15273.22,59.9758
101,399,3591,1.35,538.65,0.79,2836.89,60.05,170355.2445,2002,0,0,0,0,50102,-151196.22,59.9758
101,784,7056,0.9,705.6,0.9,6350.4,60.05,381341.52,2002,0,0,0,0,50102,-338634.58,59.9758
101,65,780,7.2,468,4.65,3627,60.05,217801.35,2002,0,0,0,0,50102,-200853.15,59.9758
101,1764,15876,1.35,2381.4,1.26,20003.76,60.05,1201225.788,2002,0,0,0,0,50102,-1016791.52,59.9758
101,65,780,6.72,436.8,4.41,3439.8,60.05,206559.99,2002,0,0,0,0,50102,-188647.46,59.9758
101,180,1620,0.9,162,2.12,3434.4,60.05,206235.72,2002,0,0,0,0,50102,-189402.46,59.9758
101,196,1764,0.873,171.108,0.93,1640.52,60.05,98513.226,2002,0,0,0,0,50102,-87128.3,59.9758
101,392,3528,1.125,441,0.84,2963.52,60.05,177959.376,2002,0,0,0,0,50102,-146159.6,59.9758
101,490,4410,1.35,661.5,0.94,4145.4,60.05,248931.27,2002,0,0,0,0,50102,-219366.98,59.9758
101,196,1764,0.945,185.22,0.64,1128.96,60.05,67794.048,2002,0,0,0,0,50102,-57937.35,59.9758
101,196,1764,0.72,141.12,0.56,987.84,60.05,59319.792,2002,0,0,0,0,50102,-48559.82,59.9758
101,588,5292,0.54,317.52,0.55,2910.6,60.05,174781.53,2002,0,0,0,0,50102,-143521.54,59.9758
101,47,564,4.2,197.4,2.85,1607.4,60.05,96524.37,2002,0,0,0,0,50102,-87931.29,59.9758
101,294,2646,1.35,396.9,2.39,6323.94,60.05,379752.597,2002,0,0,0,0,50102,-369443.5,59.9758
101,390,4680,6.48,2527.2,8.58,40154.4,60.05,2411271.72,2002,0,0,0,0,50102,-2327960.48,59.9758
101,1078,9702,1.125,1212.75,1.93,18724.86,60.05,1124427.843,2002,0,0,0,0,50102,-1076740.34,59.9758
101,234,2808,6.9,1614.6,8.67,24345.36,60.05,1461938.868,2002,0,0,0,0,50102,-1407016.21,59.9758
101,196,1764,0.99,194.04,1.87,3298.68,60.05,198085.734,2002,0,0,0,0,50102,-174720.17,59.9758
101,1800,43200,1.2,2160,0.94,40608,86.05,3494318.4,2002,0,0,0,0,50102,-1765387.05,84.85
101,1512,6048,2.04,3084.48,3.15,19051.2,86.05,1639355.76,2002,0,0,0,0,50102,-2852383.24,86.13
101,975,23400,2.4,2340,0.46,10764,86.05,926242.2,2002,0,0,0,0,50102,-467335.02,84.85
101,825,19800,2.4,1980,0.5,9900,86.05,851895,2002,0,0,0,0,50102,-424728.3,84.85
101,975,23400,2.4,2340,0.46,10764,86.05,926242.2,2002,0,0,0,0,50102,-517797.94,84.85
101,825,19800,2.4,1980,0.5,9900,86.05,851895,2002,0,0,0,0,50102,-356891,84.85
101,25,0.567,22.68,567,3954.92,2242.44,86.7,194419.548,2001,0,0,0,0,50102,-168994.35,83.53
101,550,26400,2.4,1320,1.2,31680,53.8,1704384,2002,0,0,0,0,50102,-1564822.71,53.7691
101,50,2400,4.8,240,0.74,1776,53.8,95548.8,2002,0,0,0,0,50102,-59873.9,53.7691
101,300,14400,4.944,1483.2,0.77,11088,53.8,596534.4,2002,0,0,0,0,50102,-378846.31,53.7691
